n_digit,sample_prop,trial,estimate
2,0.25,32,570
2,0.25,33,425
2,0.25,34,606
2,0.25,35,425
2,0.25,36,606
2,0.25,37,405
2,0.25,38,570
2,0.25,39,570
2,0.25,40,570
2,0.25,41,293
2,0.25,42,606
2,0.25,43,570
2,0.25,44,425
2,0.25,45,300
2,0.25,46,570
2,0.25,47,405
2,0.25,48,405
2,0.25,49,606
2,0.25,50,606
2,0.25,51,405
2,0.25,52,570
2,0.25,53,425
2,0.25,54,606
2,0.25,55,300
2,0.25,56,606
2,0.25,57,560
2,0.25,58,250
2,0.25,59,425
2,0.25,60,560
2,0.25,61,286
2,0.25,62,606
2,0.25,63,300
2,0.25,64,300
2,0.25,65,560
2,0.25,66,405
2,0.25,67,570
2,0.25,68,570
2,0.25,69,570
2,0.25,70,570
2,0.25,71,606
2,0.25,72,306
2,0.25,73,313
2,0.25,74,570
2,0.25,75,606
2,0.25,76,313
2,0.25,77,306
2,0.25,78,560
2,0.25,79,286
2,0.25,80,271
2,0.25,81,570
2,0.25,82,606
2,0.25,83,606
2,0.25,84,300
2,0.25,85,405
2,0.25,86,570
2,0.25,87,308
2,0.25,88,560
2,0.25,89,425
2,0.25,90,606
2,0.25,91,300
2,0.25,92,606
2,0.25,93,606
2,0.25,94,425
2,0.25,95,306
2,0.25,96,606
2,0.25,97,570
2,0.25,98,606
2,0.25,99,300
2,0.25,100,560
2,0.2,1,606
2,0.2,2,606
2,0.2,3,271
2,0.2,4,560
2,0.2,5,405
2,0.2,6,560
2,0.2,7,560
2,0.2,8,286
2,0.2,9,606
2,0.2,10,570
2,0.2,11,606
2,0.2,12,313
2,0.2,13,606
2,0.2,14,425
2,0.2,15,606
2,0.2,16,606
2,0.2,17,271
2,0.2,18,560
2,0.2,19,560
2,0.2,20,308
2,0.2,21,606
2,0.2,22,313
2,0.2,23,606
2,0.2,24,306
2,0.2,25,606
2,0.2,26,570
2,0.2,27,570
2,0.2,28,606
2,0.2,29,570
2,0.2,30,560
2,0.2,31,560
2,0.2,32,570
2,0.2,33,606
2,0.2,34,293
2,0.2,35,293
2,0.2,36,405
2,0.2,37,248
2,0.2,38,308
2,0.2,39,425
2,0.2,40,606
2,0.2,41,570
2,0.2,42,570
2,0.2,43,300
2,0.2,44,606
2,0.2,45,560
